Paso,Variable,Motivo_de_eliminacion
0,HTMETHO5,Eliminada por no pertenecer al set preliminar seleccionado
0,WEIGHT5,Eliminada por no pertenecer al set preliminar seleccionado
0,SCALE5,Eliminada por no pertenecer al set preliminar seleccionado
0,WAIST5,Eliminada por no pertenecer al set preliminar seleccionado
0,WASTMEA5,Eliminada por no pertenecer al set preliminar seleccionado
0,HIP5,Eliminada por no pertenecer al set preliminar seleccionado
0,HIPMEAS5,Eliminada por no pertenecer al set preliminar seleccionado
0,FLGPHYV5,Eliminada por no pertenecer al set preliminar seleccionado
0,FFQDAY5,Eliminada por no pertenecer al set preliminar seleccionado
0,LANGFFQ5,Eliminada por no pertenecer al set preliminar seleccionado
0,LANGSPK5,Eliminada por no pertenecer al set preliminar seleccionado
0,WLOSSDT5,Eliminada por no pertenecer al set preliminar seleccionado
0,GLOBVEG5,Eliminada por no pertenecer al set preliminar seleccionado
0,GLOBFRT5,Eliminada por no pertenecer al set preliminar seleccionado
0,GLOBCER5,Eliminada por no pertenecer al set preliminar seleccionado
0,GLOBMLK5,Eliminada por no pertenecer al set preliminar seleccionado
0,OJCALC5,Eliminada por no pertenecer al set preliminar seleccionado
0,LFATCHS5,Eliminada por no pertenecer al set preliminar seleccionado
0,LFATICE5,Eliminada por no pertenecer al set preliminar seleccionado
0,LFATSAL5,Eliminada por no pertenecer al set preliminar seleccionado
0,LFATCAK5,Eliminada por no pertenecer al set preliminar seleccionado
0,EATSALT5,Eliminada por no pertenecer al set preliminar seleccionado
0,EATSKIN5,Eliminada por no pertenecer al set preliminar seleccionado
0,EATFATM5,Eliminada por no pertenecer al set preliminar seleccionado
0,WELLDNE5,Eliminada por no pertenecer al set preliminar seleccionado
0,TAKEVIT5,Eliminada por no pertenecer al set preliminar seleccionado
0,YRSONEA5,Eliminada por no pertenecer al set preliminar seleccionado
0,YRSAO5,Eliminada por no pertenecer al set preliminar seleccionado
0,YRSVITA5,Eliminada por no pertenecer al set preliminar seleccionado
0,YRSBETA5,Eliminada por no pertenecer al set preliminar seleccionado
0,YRSVITC5,Eliminada por no pertenecer al set preliminar seleccionado
0,YRSVITE5,Eliminada por no pertenecer al set preliminar seleccionado
0,YRSCA5,Eliminada por no pertenecer al set preliminar seleccionado
0,YRSIRON5,Eliminada por no pertenecer al set preliminar seleccionado
0,YRSZINC5,Eliminada por no pertenecer al set preliminar seleccionado
0,YRSSELE5,Eliminada por no pertenecer al set preliminar seleccionado
0,SUPVITA5,Eliminada por no pertenecer al set preliminar seleccionado
0,SUPVITC5,Eliminada por no pertenecer al set preliminar seleccionado
0,SUPVITD5,Eliminada por no pertenecer al set preliminar seleccionado
0,SUPVITE5,Eliminada por no pertenecer al set preliminar seleccionado
0,SUPCA5,Eliminada por no pertenecer al set preliminar seleccionado
0,SUPBCAR5,Eliminada por no pertenecer al set preliminar seleccionado
0,SUPB15,Eliminada por no pertenecer al set preliminar seleccionado
0,SUPB65,Eliminada por no pertenecer al set preliminar seleccionado
0,SUPB125,Eliminada por no pertenecer al set preliminar seleccionado
0,SUPFOL5,Eliminada por no pertenecer al set preliminar seleccionado
0,SUPCU5,Eliminada por no pertenecer al set preliminar seleccionado
0,SUPSELE5,Eliminada por no pertenecer al set preliminar seleccionado
0,SUPFE5,Eliminada por no pertenecer al set preliminar seleccionado
0,SUPZINC5,Eliminada por no pertenecer al set preliminar seleccionado
0,DTTKCAL5,Eliminada por no pertenecer al set preliminar seleccionado
0,DTTPROT5,Eliminada por no pertenecer al set preliminar seleccionado
0,DTTCARB5,Eliminada por no pertenecer al set preliminar seleccionado
0,DTTFAT5,Eliminada por no pertenecer al set preliminar seleccionado
0,DTTCALC5,Eliminada por no pertenecer al set preliminar seleccionado
0,DTTPHOS5,Eliminada por no pertenecer al set preliminar seleccionado
0,DTTFE5,Eliminada por no pertenecer al set preliminar seleccionado
0,DTTNA5,Eliminada por no pertenecer al set preliminar seleccionado
0,DTTPOTA5,Eliminada por no pertenecer al set preliminar seleccionado
0,DTTAIU5,Eliminada por no pertenecer al set preliminar seleccionado
0,DTTARE5,Eliminada por no pertenecer al set preliminar seleccionado
0,DTTB15,Eliminada por no pertenecer al set preliminar seleccionado
0,DTTB65,Eliminada por no pertenecer al set preliminar seleccionado
0,DTTRIBO5,Eliminada por no pertenecer al set preliminar seleccionado
0,DTTNIAC5,Eliminada por no pertenecer al set preliminar seleccionado
0,DTTVITC5,Eliminada por no pertenecer al set preliminar seleccionado
0,DTTSFAT5,Eliminada por no pertenecer al set preliminar seleccionado
0,DTTOLEC5,Eliminada por no pertenecer al set preliminar seleccionado
0,DTTLIN5,Eliminada por no pertenecer al set preliminar seleccionado
0,DTTCHOL5,Eliminada por no pertenecer al set preliminar seleccionado
0,DTTDFIB5,Eliminada por no pertenecer al set preliminar seleccionado
0,DTTFOL5,Eliminada por no pertenecer al set preliminar seleccionado
0,DTTDFE5,Eliminada por no pertenecer al set preliminar seleccionado
0,DTTVITE5,Eliminada por no pertenecer al set preliminar seleccionado
0,DTTZINC5,Eliminada por no pertenecer al set preliminar seleccionado
0,DTTANZN5,Eliminada por no pertenecer al set preliminar seleccionado
0,DTTMG5,Eliminada por no pertenecer al set preliminar seleccionado
0,DTTACAR5,Eliminada por no pertenecer al set preliminar seleccionado
0,DTTBCAR5,Eliminada por no pertenecer al set preliminar seleccionado
0,DTTRET5,Eliminada por no pertenecer al set preliminar seleccionado
0,DTTPROA5,Eliminada por no pertenecer al set preliminar seleccionado
0,FIBBEAN5,Eliminada por no pertenecer al set preliminar seleccionado
0,FIBVEGF5,Eliminada por no pertenecer al set preliminar seleccionado
0,FIBGRAI5,Eliminada por no pertenecer al set preliminar seleccionado
0,DTTALCH5,Eliminada por no pertenecer al set preliminar seleccionado
0,DTTSWET5,Eliminada por no pertenecer al set preliminar seleccionado
0,GMSOLID5,Eliminada por no pertenecer al set preliminar seleccionado
0,DTTCAFF5,Eliminada por no pertenecer al set preliminar seleccionado
0,DTTVITD5,Eliminada por no pertenecer al set preliminar seleccionado
0,DTTB125,Eliminada por no pertenecer al set preliminar seleccionado
0,DTTTRAN5,Eliminada por no pertenecer al set preliminar seleccionado
0,DTTOMEG5,Eliminada por no pertenecer al set preliminar seleccionado
0,DTTCOPP5,Eliminada por no pertenecer al set preliminar seleccionado
0,DTTMANG5,Eliminada por no pertenecer al set preliminar seleccionado
0,DTTPANT5,Eliminada por no pertenecer al set preliminar seleccionado
0,BATKCAL5,Eliminada por no pertenecer al set preliminar seleccionado
0,BATPROT5,Eliminada por no pertenecer al set preliminar seleccionado
0,BATTFAT5,Eliminada por no pertenecer al set preliminar seleccionado
0,BATCARB5,Eliminada por no pertenecer al set preliminar seleccionado
0,BATPHOS5,Eliminada por no pertenecer al set preliminar seleccionado
0,BATPOTS5,Eliminada por no pertenecer al set preliminar seleccionado
0,BATRIBO5,Eliminada por no pertenecer al set preliminar seleccionado
0,BATNIAC5,Eliminada por no pertenecer al set preliminar seleccionado
0,PCTALCH5,Eliminada por no pertenecer al set preliminar seleccionado
0,PCTSWET5,Eliminada por no pertenecer al set preliminar seleccionado
0,PCTFAT5,Eliminada por no pertenecer al set preliminar seleccionado
0,PCTPROT5,Eliminada por no pertenecer al set preliminar seleccionado
0,PCTCARB5,Eliminada por no pertenecer al set preliminar seleccionado
0,FRUTSRV5,Eliminada por no pertenecer al set preliminar seleccionado
0,FVFRQ5,Eliminada por no pertenecer al set preliminar seleccionado
0,VEGSRV5,Eliminada por no pertenecer al set preliminar seleccionado
0,VEGFRQ5,Eliminada por no pertenecer al set preliminar seleccionado
0,GRANSRV5,Eliminada por no pertenecer al set preliminar seleccionado
0,GRANFRQ5,Eliminada por no pertenecer al set preliminar seleccionado
0,MEATSRV5,Eliminada por no pertenecer al set preliminar seleccionado
0,MEATFRQ5,Eliminada por no pertenecer al set preliminar seleccionado
0,DARYSRV5,Eliminada por no pertenecer al set preliminar seleccionado
0,DARYFRQ5,Eliminada por no pertenecer al set preliminar seleccionado
0,FVSRV5,Eliminada por no pertenecer al set preliminar seleccionado
0,FATSRV5,Eliminada por no pertenecer al set preliminar seleccionado
0,ALCHSRV5,Eliminada por no pertenecer al set preliminar seleccionado
0,FRUTWK5,Eliminada por no pertenecer al set preliminar seleccionado
0,FRUTMON5,Eliminada por no pertenecer al set preliminar seleccionado
0,FATWK5,Eliminada por no pertenecer al set preliminar seleccionado
0,FATMON5,Eliminada por no pertenecer al set preliminar seleccionado
0,ALCHWK5,Eliminada por no pertenecer al set preliminar seleccionado
0,ALCHMON5,Eliminada por no pertenecer al set preliminar seleccionado
0,VEGWK5,Eliminada por no pertenecer al set preliminar seleccionado
0,VEGMON5,Eliminada por no pertenecer al set preliminar seleccionado
0,GRANWK5,Eliminada por no pertenecer al set preliminar seleccionado
0,GRANMON5,Eliminada por no pertenecer al set preliminar seleccionado
0,MEATWK5,Eliminada por no pertenecer al set preliminar seleccionado
0,MEATMON5,Eliminada por no pertenecer al set preliminar seleccionado
0,DARYWK5,Eliminada por no pertenecer al set preliminar seleccionado
0,DARYMON5,Eliminada por no pertenecer al set preliminar seleccionado
0,FVWK5,Eliminada por no pertenecer al set preliminar seleccionado
0,FVMON5,Eliminada por no pertenecer al set preliminar seleccionado
0,ALLIRON5,Eliminada por no pertenecer al set preliminar seleccionado
0,ALLZINC5,Eliminada por no pertenecer al set preliminar seleccionado
0,ALLFOL5,Eliminada por no pertenecer al set preliminar seleccionado
0,ALLVITC5,Eliminada por no pertenecer al set preliminar seleccionado
0,ALLCALC5,Eliminada por no pertenecer al set preliminar seleccionado
0,ALLARE5,Eliminada por no pertenecer al set preliminar seleccionado
0,ALLBCAR5,Eliminada por no pertenecer al set preliminar seleccionado
0,ALLB15,Eliminada por no pertenecer al set preliminar seleccionado
0,ALLB25,Eliminada por no pertenecer al set preliminar seleccionado
0,ALLB65,Eliminada por no pertenecer al set preliminar seleccionado
0,ALLVITE5,Eliminada por no pertenecer al set preliminar seleccionado
0,ALLB125,Eliminada por no pertenecer al set preliminar seleccionado
0,ALLVITD5,Eliminada por no pertenecer al set preliminar seleccionado
0,EFP5,Eliminada por no pertenecer al set preliminar seleccionado
0,LANGEFP5,Eliminada por no pertenecer al set preliminar seleccionado
0,EFPKCAL5,Eliminada por no pertenecer al set preliminar seleccionado
0,EFPPROT5,Eliminada por no pertenecer al set preliminar seleccionado
0,EFPFAT5,Eliminada por no pertenecer al set preliminar seleccionado
0,EFPCARB5,Eliminada por no pertenecer al set preliminar seleccionado
0,EFPCALC5,Eliminada por no pertenecer al set preliminar seleccionado
0,EFPPHOS5,Eliminada por no pertenecer al set preliminar seleccionado
0,EFPFE5,Eliminada por no pertenecer al set preliminar seleccionado
0,EFPNA5,Eliminada por no pertenecer al set preliminar seleccionado
0,EFPPOTA5,Eliminada por no pertenecer al set preliminar seleccionado
0,EFPAIUI5,Eliminada por no pertenecer al set preliminar seleccionado
0,EFPARE5,Eliminada por no pertenecer al set preliminar seleccionado
0,EFPB15,Eliminada por no pertenecer al set preliminar seleccionado
0,EFPRIBO5,Eliminada por no pertenecer al set preliminar seleccionado
0,EFPNIAC5,Eliminada por no pertenecer al set preliminar seleccionado
0,EFPVITC5,Eliminada por no pertenecer al set preliminar seleccionado
0,EFPSFAT5,Eliminada por no pertenecer al set preliminar seleccionado
0,EFPOLEC5,Eliminada por no pertenecer al set preliminar seleccionado
0,EFPLIN5,Eliminada por no pertenecer al set preliminar seleccionado
0,EFPCHOL5,Eliminada por no pertenecer al set preliminar seleccionado
0,EFPDFIB5,Eliminada por no pertenecer al set preliminar seleccionado
0,EFPFOL5,Eliminada por no pertenecer al set preliminar seleccionado
0,EFPVITE5,Eliminada por no pertenecer al set preliminar seleccionado
0,EFPZINC5,Eliminada por no pertenecer al set preliminar seleccionado
0,EFPANZN5,Eliminada por no pertenecer al set preliminar seleccionado
0,EFPB65,Eliminada por no pertenecer al set preliminar seleccionado
0,EFPMG5,Eliminada por no pertenecer al set preliminar seleccionado
0,EFPACAR5,Eliminada por no pertenecer al set preliminar seleccionado
0,EFPBCAR5,Eliminada por no pertenecer al set preliminar seleccionado
0,EFPCRYP5,Eliminada por no pertenecer al set preliminar seleccionado
0,EFPLUT5,Eliminada por no pertenecer al set preliminar seleccionado
0,EFPLYC5,Eliminada por no pertenecer al set preliminar seleccionado
0,EFPRET5,Eliminada por no pertenecer al set preliminar seleccionado
0,EFPPROA5,Eliminada por no pertenecer al set preliminar seleccionado
0,EFPGENI5,Eliminada por no pertenecer al set preliminar seleccionado
0,EFPDAID5,Eliminada por no pertenecer al set preliminar seleccionado
0,EFPCOUM5,Eliminada por no pertenecer al set preliminar seleccionado
0,EFPCAFF5,Eliminada por no pertenecer al set preliminar seleccionado
0,EFPVITD5,Eliminada por no pertenecer al set preliminar seleccionado
0,EFPB125,Eliminada por no pertenecer al set preliminar seleccionado
0,EFPTRAN5,Eliminada por no pertenecer al set preliminar seleccionado
0,EFPISOF5,Eliminada por no pertenecer al set preliminar seleccionado
0,EFPQUER5,Eliminada por no pertenecer al set preliminar seleccionado
0,EFPOMEG5,Eliminada por no pertenecer al set preliminar seleccionado
0,EFPCOPP5,Eliminada por no pertenecer al set preliminar seleccionado
0,EFPMANG5,Eliminada por no pertenecer al set preliminar seleccionado
0,EFPPANT5,Eliminada por no pertenecer al set preliminar seleccionado
0,EFPDFE5,Eliminada por no pertenecer al set preliminar seleccionado
0,EFPBEAN5,Eliminada por no pertenecer al set preliminar seleccionado
0,EFPFIBV5,Eliminada por no pertenecer al set preliminar seleccionado
0,EFPGRAI5,Eliminada por no pertenecer al set preliminar seleccionado
0,EFPFRTS5,Eliminada por no pertenecer al set preliminar seleccionado
0,EFPFATS5,Eliminada por no pertenecer al set preliminar seleccionado
0,EFPVEGS5,Eliminada por no pertenecer al set preliminar seleccionado
0,EFPVEGF5,Eliminada por no pertenecer al set preliminar seleccionado
0,EFPGRNS5,Eliminada por no pertenecer al set preliminar seleccionado
0,EFPGRNF5,Eliminada por no pertenecer al set preliminar seleccionado
0,EFPMTSV5,Eliminada por no pertenecer al set preliminar seleccionado
0,EFPMTFQ5,Eliminada por no pertenecer al set preliminar seleccionado
0,EFPDARS5,Eliminada por no pertenecer al set preliminar seleccionado
0,EFPDARF5,Eliminada por no pertenecer al set preliminar seleccionado
0,EFPFVSV5,Eliminada por no pertenecer al set preliminar seleccionado
0,EFPFVFQ5,Eliminada por no pertenecer al set preliminar seleccionado
0,ADD1XWK5,Eliminada por no pertenecer al set preliminar seleccionado
0,NUMADDS5,Eliminada por no pertenecer al set preliminar seleccionado
0,NSKIP5,Eliminada por no pertenecer al set preliminar seleccionado
0,EXCLUDE5,Eliminada por no pertenecer al set preliminar seleccionado
0,HRMDAY5,Eliminada por no pertenecer al set preliminar seleccionado
0,DHAS5,Eliminada por no pertenecer al set preliminar seleccionado
0,FSH5,Eliminada por no pertenecer al set preliminar seleccionado
0,SHBG5,Eliminada por no pertenecer al set preliminar seleccionado
0,T5,Eliminada por no pertenecer al set preliminar seleccionado
0,CYCDAY5,Eliminada por no pertenecer al set preliminar seleccionado
0,E2AVE5,Eliminada por no pertenecer al set preliminar seleccionado
0,FLGCV5,Eliminada por no pertenecer al set preliminar seleccionado
0,FLGDIF5,Eliminada por no pertenecer al set preliminar seleccionado
0,CVRDAY5,Eliminada por no pertenecer al set preliminar seleccionado
0,FLAGSER5,Eliminada por no pertenecer al set preliminar seleccionado
0,CHOLRES5,Eliminada por no pertenecer al set preliminar seleccionado
0,TRIGRES5,Eliminada por no pertenecer al set preliminar seleccionado
0,LDLRESU5,Eliminada por no pertenecer al set preliminar seleccionado
0,HDLRESU5,Eliminada por no pertenecer al set preliminar seleccionado
0,GLUCRES5,Eliminada por no pertenecer al set preliminar seleccionado
0,INSURES5,Eliminada por no pertenecer al set preliminar seleccionado
0,FACRESU5,Eliminada por no pertenecer al set preliminar seleccionado
0,FIBRESU5,Eliminada por no pertenecer al set preliminar seleccionado
0,PAIRESU5,Eliminada por no pertenecer al set preliminar seleccionado
0,TPARESU5,Eliminada por no pertenecer al set preliminar seleccionado
0,LPARESU5,Eliminada por no pertenecer al set preliminar seleccionado
0,LPA1RES5,Eliminada por no pertenecer al set preliminar seleccionado
0,APOARES5,Eliminada por no pertenecer al set preliminar seleccionado
0,APOBRES5,Eliminada por no pertenecer al set preliminar seleccionado
0,CRPRESU5,Eliminada por no pertenecer al set preliminar seleccionado
0,FLGCVRV5,Eliminada por no pertenecer al set preliminar seleccionado
0,SPSCDAY5,Eliminada por no pertenecer al set preliminar seleccionado
0,SPSCTIM5,Eliminada por no pertenecer al set preliminar seleccionado
0,SPSCMOD5,Eliminada por no pertenecer al set preliminar seleccionado
0,HPSCDAY5,Eliminada por no pertenecer al set preliminar seleccionado
0,HPSCTIM5,Eliminada por no pertenecer al set preliminar seleccionado
0,HPSCMOD5,Eliminada por no pertenecer al set preliminar seleccionado
0,SPBMDT5,Eliminada por no pertenecer al set preliminar seleccionado
0,HPBMDT5,Eliminada por no pertenecer al set preliminar seleccionado
0,BMDFLG5,Eliminada por no pertenecer al set preliminar seleccionado
